component1,component2,component3,sigma,lcm
-3.4631221,-4.026091,3.5071456,0.32,4.9
-3.4655347,-4.031743,3.502868,0.33,4.9
-3.4682274,-4.0375104,3.4983542,0.34,4.9
-3.4712207,-4.0433755,3.4936016,0.35,4.9
-3.4745343,-4.0493174,3.4886074,0.36,4.9
-3.478186,-4.0553164,3.4833727,0.37,4.9
-3.4821937,-4.061349,3.4778965,0.38,4.9
-3.486571,-4.067393,3.4721792,0.39,4.9
-3.4913313,-4.073425,3.4662266,0.4,4.9
-3.4964855,-4.0794187,3.4600415,0.41,4.9
-3.502041,-4.0853524,3.453629,0.42,4.9
-3.5077655,-4.0913787,3.4469619,0.43,4.9
-3.5124881,-4.098402,3.4396935,0.44,4.9
-3.5174909,-4.105392,3.4321952,0.45,4.9
-3.522772,-4.1123276,3.4244778,0.46,4.9
-3.5283291,-4.1191854,3.4165502,0.47,4.9
-3.5341566,-4.125943,3.4084237,0.48,4.9
-3.5402496,-4.1325803,3.40011,0.49,4.9
-3.546601,-4.1390758,3.3916214,0.5,4.9
-3.553201,-4.1454105,3.38297,0.51,4.9
-3.5600402,-4.151564,3.3741682,0.52,4.9
-3.567107,-4.1575217,3.3652275,0.53,4.9
-3.5743897,-4.1632648,3.3561618,0.54,4.9
-3.5818756,-4.16878,3.3469825,0.55,4.9
-3.5895498,-4.1740513,3.3377025,0.56,4.9
-3.597398,-4.1790695,3.3283327,0.57,4.9
-3.605406,-4.183822,3.3188865,0.58,4.9
-3.6135573,-4.1882987,3.3093724,0.59,4.9
-3.6218364,-4.192492,3.2998028,0.6,4.9
-3.6302276,-4.1963944,3.2901871,0.61,4.9
-3.6387136,-4.2000012,3.280537,0.62,4.9
-3.6472795,-4.2033043,3.2708585,0.63,4.9
-3.655908,-4.206304,3.261163,0.64,4.9
-3.6645846,-4.2089972,3.2514582,0.65,4.9
-3.6732922,-4.2113805,3.2417502,0.66,4.9
-3.6820147,-4.213454,3.232046,0.67,4.9
-3.6907399,-4.215218,3.2223547,0.68,4.9
-3.6994498,-4.2166743,3.21268,0.69,4.9
-3.7081337,-4.2178254,3.2030294,0.7,4.9
-3.7167747,-4.218672,3.1934059,0.71,4.9
-3.7253616,-4.2192183,3.1838145,0.72,4.9
-3.7338827,-4.2194686,3.1742616,0.73,4.9
-3.7423224,-4.2194266,3.164746,0.74,4.9
-3.7506726,-4.2190967,3.1552768,0.75,4.9
-3.7589204,-4.2184854,3.1458519,0.76,4.9
-3.7670574,-4.2175956,3.1364765,0.77,4.9
-3.7750733,-4.216437,3.1271534,0.78,4.9
-3.7829602,-4.215011,3.117882,0.79,4.9
-3.790708,-4.213329,3.108666,0.8,4.9
-3.7983096,-4.211391,3.0995054,0.81,4.9
-3.8057582,-4.209211,3.0904024,0.82,4.9
-3.8130481,-4.2067895,3.0813568,0.83,4.9
-3.8201716,-4.2041354,3.0723708,0.84,4.9
-3.8271248,-4.2012568,3.063444,0.85,4.9
-3.8339026,-4.1981587,3.0545762,0.86,4.9
-3.8404984,-4.1948476,3.0457666,0.87,4.9
-3.8469114,-4.1913314,3.0370183,0.88,4.9
-3.8531373,-4.1876163,3.0283284,0.89,4.9
-3.8591726,-4.1837087,3.0196981,0.9,4.9
-3.8650143,-4.1796155,3.0111256,0.91,4.9
-3.8706608,-4.175342,3.0026116,0.92,4.9
-3.8761113,-4.1708965,2.9941566,0.93,4.9
-3.8813634,-4.1662836,2.9857576,0.94,4.9
-3.886417,-4.161511,2.9774165,0.95,4.9
-3.8912702,-4.1565824,2.96913,0.96,4.9
-3.895922,-4.1515045,2.9608996,0.97,4.9
-3.9003756,-4.146284,2.9527237,0.98,4.9
-3.9046283,-4.140926,2.9446013,0.99,4.9
-3.9086812,-4.1354356,2.9365325,1.0,4.9
-3.4440813,-3.925862,3.566119,0.01,5.0
-3.4441004,-3.9260826,3.5660083,0.02,5.0
-3.4441316,-3.9264483,3.5658238,0.03,5.0
-3.4441774,-3.9269629,3.5655658,0.04,5.0
-3.444236,-3.9276254,3.5652316,0.05,5.0
-3.4443092,-3.9284363,3.5648208,0.06,5.0
-3.4443963,-3.9293997,3.5643325,0.07,5.0
-3.4444983,-3.9305131,3.5637624,0.08,5.0
-3.4446163,-3.9317827,3.563112,0.09,5.0
-3.4447525,-3.933209,3.5623763,0.1,5.0
-3.4449062,-3.934793,3.5615542,0.11,5.0
-3.4450796,-3.936538,3.560641,0.12,5.0
-3.445275,-3.938447,3.559635,0.13,5.0
-3.4454942,-3.940522,3.5585313,0.14,5.0
-3.4457386,-3.9427679,3.557327,0.15,5.0
-3.4460125,-3.9451854,3.556015,0.16,5.0
-3.4463205,-3.9477797,3.5545943,0.17,5.0
-3.4466639,-3.9505534,3.553056,0.18,5.0
-3.4470491,-3.9535089,3.5513957,0.19,5.0
-3.4474823,-3.9566507,3.5496082,0.2,5.0
-3.4479694,-3.959979,3.547686,0.21,5.0
-3.4485188,-3.9634986,3.5456212,0.22,5.0
-3.4491389,-3.9672108,3.5434082,0.23,5.0
-3.4498413,-3.971115,3.5410373,0.24,5.0
-3.450637,-3.9752126,3.5385025,0.25,5.0
-3.4515393,-3.9795017,3.535793,0.26,5.0
-3.4525633,-3.9839811,3.5329032,0.27,5.0
-3.4537258,-3.9886441,3.5298223,0.28,5.0
-3.4550443,-3.9934874,3.5265439,0.29,5.0
-3.4565372,-3.998504,3.523061,0.3,5.0
-3.458224,-4.0036826,3.5193639,0.31,5.0
-3.4601269,-4.0090137,3.5154483,0.32,5.0
-3.4622672,-4.0144854,3.5113144,0.33,5.0
-3.464699,-4.0201006,3.5070634,0.34,5.0
-3.4674084,-4.025823,3.5025816,0.35,5.0
-3.4704149,-4.031637,3.4978654,0.36,5.0
-3.4737399,-4.037523,3.4929159,0.37,5.0
-3.4773965,-4.0434566,3.4877286,0.38,5.0
-3.4814026,-4.0494184,3.4823055,0.39,5.0
-3.4857726,-4.055387,3.4766502,0.4,5.0
-3.4905183,-4.0613394,3.4707646,0.41,5.0
-3.4956467,-4.0672507,3.4646523,0.42,5.0
-3.5011675,-4.0730996,3.45832,0.43,5.0
-3.5060961,-4.079551,3.451778,0.44,5.0
-3.5107825,-4.0864697,3.4446065,0.45,5.0
-3.5157406,-4.0933533,3.4372122,0.46,5.0
-3.5209684,-4.10018,3.4296048,0.47,5.0
-3.5264642,-4.106928,3.4217932,0.48,5.0
-3.5322232,-4.1135764,3.41379,0.49,5.0
-3.538237,-4.1201015,3.4056032,0.5,5.0
-3.5445018,-4.126489,3.397249,0.51,5.0
-3.551007,-4.1327176,3.3887336,0.52,5.0
-3.5577419,-4.1387677,3.380071,0.53,5.0
-3.5646963,-4.144624,3.3712752,0.54,5.0
-3.57186,-4.150273,3.3623574,0.55,5.0
-3.5792184,-4.1556997,3.3533275,0.56,5.0
-3.586758,-4.1608872,3.3441978,0.57,5.0
-3.5944655,-4.16583,3.3349805,0.58,5.0
-3.6023257,-4.1705127,3.3256857,0.59,5.0
-3.6103241,-4.1749287,3.3163254,0.6,5.0
-3.6184442,-4.179068,3.306908,0.61,5.0
-3.626672,-4.182925,3.2974432,0.62,5.0
-3.634992,-4.1864963,3.2879426,0.63,5.0
-3.6433864,-4.189773,3.2784128,0.64,5.0
-3.651842,-4.192755,3.2688625,0.65,5.0
-3.6603425,-4.19544,3.2593002,0.66,5.0
-3.6688726,-4.197824,3.2497327,0.67,5.0
-3.6774182,-4.199908,3.2401664,0.68,5.0
-3.6859643,-4.201692,3.2306082,0.69,5.0
-3.6944978,-4.2031784,3.2210643,0.7,5.0
-3.7030027,-4.204368,3.2115376,0.71,5.0
-3.7114685,-4.2052627,3.202036,0.72,5.0
-3.7198806,-4.2058663,3.1925619,0.73,5.0
-3.7282283,-4.206181,3.1831198,0.74,5.0
-3.7364984,-4.206213,3.1737125,0.75,5.0
-3.7446833,-4.2059655,3.1643465,0.76,5.0
-3.7527688,-4.205444,3.1550193,0.77,5.0
-3.7607472,-4.2046533,3.1457384,0.78,5.0
-3.7686086,-4.2035975,3.1365018,0.79,5.0
-3.776345,-4.202285,3.1273148,0.8,5.0
-3.783947,-4.20072,3.118177,0.81,5.0
-3.791409,-4.1989074,3.1090896,0.82,5.0
-3.7987235,-4.196857,3.1000562,0.83,5.0
-3.805883,-4.194571,3.0910742,0.84,5.0
-3.8128836,-4.192059,3.0821464,0.85,5.0
-3.8197186,-4.189326,3.0732741,0.86,5.0
-3.8263838,-4.186378,3.0644562,0.87,5.0
-3.8328755,-4.1832213,3.0556934,0.88,5.0
-3.8391879,-4.1798635,3.046985,0.89,5.0
-3.8453193,-4.17631,3.0383327,0.9,5.0
-3.8512666,-4.172566,3.0297341,0.91,5.0
-3.8570275,-4.1686406,3.0211914,0.92,5.0
-3.862599,-4.1645384,3.0127025,0.93,5.0
-3.8679793,-4.1602635,3.0042675,0.94,5.0
-3.8731687,-4.1558247,2.9958866,0.95,5.0
-3.8781626,-4.151227,2.9875581,0.96,5.0
-3.882964,-4.1464753,2.9792836,0.97,5.0
-3.8875704,-4.1415753,2.9710598,0.98,5.0
-3.8919828,-4.136534,2.962888,0.99,5.0
-3.8962,-4.1313553,2.9547665,1.0,5.0
-3.4430552,-3.9131975,3.5708055,0.01,5.1
-3.4430733,-3.9134068,3.5707023,0.02,5.1
-3.4431026,-3.9137564,3.57053,0.03,5.1
-3.4431446,-3.9142475,3.5702875,0.04,5.1
-3.4431996,-3.9148793,3.5699756,0.05,5.1
-3.4432669,-3.9156542,3.5695915,0.06,5.1
-3.4433465,-3.9165726,3.5691328,0.07,5.1
-3.4434414,-3.9176366,3.5686011,0.08,5.1
-3.4435499,-3.918848,3.5679913,0.09,5.1
-3.4436753,-3.920209,3.5673034,0.1,5.1
-3.4438171,-3.9217207,3.5665333,0.11,5.1
-3.443976,-3.923387,3.5656798,0.12,5.1
-3.444155,-3.9252105,3.5647378,0.13,5.1
-3.4443557,-3.9271922,3.5637057,0.14,5.1
-3.4445798,-3.929336,3.562578,0.15,5.1
-3.4448295,-3.9316463,3.5613515,0.16,5.1
-3.4451084,-3.9341252,3.5600204,0.17,5.1
-3.4454205,-3.9367757,3.558582,0.18,5.1
-3.44577,-3.9396014,3.5570292,0.19,5.1
-3.4461606,-3.9426057,3.5553555,0.2,5.1
-3.4465992,-3.9457912,3.5535555,0.21,5.1
-3.447095,-3.949161,3.551624,0.22,5.1
-3.4476528,-3.9527159,3.549551,0.23,5.1
-3.448283,-3.9564586,3.5473313,0.24,5.1
-3.4489956,-3.9603896,3.5449564,0.25,5.1
-3.449804,-3.964509,3.5424182,0.26,5.1
-3.4507215,-3.968814,3.5397074,0.27,5.1
-3.4517624,-3.9733021,3.5368178,0.28,5.1
-3.4529445,-3.9779708,3.5337424,0.29,5.1
-3.454283,-3.9828117,3.5304685,0.3,5.1
-3.4557993,-3.9878192,3.5269952,0.31,5.1
-3.4575107,-3.992982,3.52331,0.32,5.1
-3.4594362,-3.998289,3.5194087,0.33,5.1
-3.4615996,-4.0037293,3.5152872,0.34,5.1
-3.4640176,-4.0092864,3.5109391,0.35,5.1
-3.4667265,-4.014951,3.50641,0.36,5.1
-3.4697537,-4.020713,3.5017264,0.37,5.1
-3.4730937,-4.0265384,3.4968135,0.38,5.1
-3.4767623,-4.032407,3.4916687,0.39,5.1
-3.480776,-4.038299,3.4862974,0.4,5.1
-3.4851449,-4.044192,3.480696,0.41,5.1
-3.4898818,-4.0500636,3.4748704,0.42,5.1
-3.494995,-4.055891,3.4688265,0.43,5.1
-3.4998012,-4.0621295,3.462574,0.44,5.1
-3.5046194,-4.068542,3.4561179,0.45,5.1
-3.509287,-4.075346,3.4490478,0.46,5.1
-3.5142071,-4.0821233,3.441751,0.47,5.1
-3.519389,-4.0888414,3.4342458,0.48,5.1
-3.5248306,-4.095479,3.4265425,0.49,5.1
-3.530527,-4.1020164,3.4186537,0.5,5.1
-3.5364716,-4.1084332,3.4105875,0.51,5.1
-3.542657,-4.11471,3.4023554,0.52,5.1
-3.549074,-4.12083,3.393969,0.53,5.1
-3.555714,-4.126776,3.38544,0.54,5.1
-3.5625665,-4.1325336,3.376779,0.55,5.1
-3.5696187,-4.1380854,3.3679996,0.56,5.1
-3.5768583,-4.143419,3.3591106,0.57,5.1
-3.5842729,-4.148522,3.3501236,0.58,5.1
-3.5918486,-4.153384,3.3410504,0.59,5.1
-3.599571,-4.157994,3.3318996,0.6,5.1
-3.607426,-4.1623435,3.3226845,0.61,5.1
-3.6153986,-4.166427,3.3134112,0.62,5.1
-3.6234722,-4.1702337,3.3040903,0.63,5.1
-3.631634,-4.173762,3.2947314,0.64,5.1
-3.639868,-4.1770067,3.2853425,0.65,5.1
-3.6481602,-4.179965,3.2759311,0.66,5.1
-3.6564949,-4.182634,3.266505,0.67,5.1
-3.664857,-4.185012,3.2570708,0.68,5.1
-3.6732342,-4.1870995,3.2476356,0.69,5.1
-3.6816106,-4.1888957,3.2382052,0.7,5.1
-3.689974,-4.190402,3.2287834,0.71,5.1
-3.6983104,-4.1916213,3.2193782,0.72,5.1
-3.7066078,-4.192554,3.209992,0.73,5.1
-3.7148535,-4.1932044,3.2006302,0.74,5.1
-3.723037,-4.1935754,3.1912956,0.75,5.1
-3.731146,-4.1936707,3.1819918,0.76,5.1
-3.739171,-4.1934943,3.172724,0.77,5.1
-3.7471004,-4.193051,3.163491,0.78,5.1
-3.7549255,-4.192345,3.154299,0.79,5.1
-3.7626388,-4.191383,3.1451485,0.8,5.1
-3.7702308,-4.190171,3.1360404,0.81,5.1
-3.7776933,-4.188711,3.1269796,0.82,5.1
-3.7850199,-4.1870112,3.117965,0.83,5.1
-3.7922027,-4.185078,3.1089962,0.84,5.1
-3.799238,-4.182916,3.1000772,0.85,5.1
-3.8061178,-4.1805305,3.0912082,0.86,5.1
-3.8128383,-4.1779304,3.0823886,0.87,5.1
-3.8193946,-4.1751194,3.0736206,0.88,5.1
-3.8257806,-4.1721034,3.0649025,0.89,5.1
-3.8319948,-4.16889,3.0562341,0.9,5.1
-3.8380334,-4.165483,3.0476189,0.91,5.1
-3.843894,-4.161892,3.0390542,0.92,5.1
-3.8495734,-4.1581197,3.03054,0.93,5.1
-3.855068,-4.154173,3.0220768,0.94,5.1
-3.860379,-4.1500573,3.013664,0.95,5.1
-3.8655016,-4.145778,3.0053017,0.96,5.1
-3.8704376,-4.1413417,2.996989,0.97,5.1
-3.8751845,-4.1367536,2.9887264,0.98,5.1
-3.8797429,-4.1320186,2.980511,0.99,5.1
-3.8841112,-4.1271424,2.9723454,1.0,5.1
-3.442095,-3.9013093,3.57514,0.01,5.2
-3.4421103,-3.9015102,3.5750427,0.02,5.2
-3.4421384,-3.901844,3.574881,0.03,5.2
-3.442177,-3.9023125,3.5746543,0.04,5.2
-3.4422286,-3.9029167,3.5743616,0.05,5.2
-3.4422913,-3.9036567,3.574002,0.06,5.2
-3.442366,-3.9045346,3.5735722,0.07,5.2
-3.4424531,-3.905551,3.5730722,0.08,5.2
-3.4425547,-3.9067087,3.5725024,0.09,5.2
-3.4426703,-3.9080086,3.5718572,0.1,5.2
-3.442801,-3.9094539,3.5711353,0.11,5.2
-3.4429479,-3.9110456,3.5703351,0.12,5.2
-3.443113,-3.912787,3.5694532,0.13,5.2
-3.4432967,-3.914682,3.5684845,0.14,5.2
-3.4435031,-3.9167314,3.5674286,0.15,5.2
-3.4437323,-3.9189403,3.566279,0.16,5.2
-3.4439871,-3.92131,3.5650325,0.17,5.2
-3.4442713,-3.9238453,3.5636837,0.18,5.2
-3.4445882,-3.9265485,3.5622284,0.19,5.2
-3.4449437,-3.9294236,3.5606604,0.2,5.2
-3.4453425,-3.9324734,3.5589738,0.21,5.2
-3.4457893,-3.9356992,3.5571623,0.22,5.2
-3.4462926,-3.9391065,3.5552194,0.23,5.2
-3.44686,-3.9426956,3.553138,0.24,5.2
-3.447502,-3.9464686,3.550911,0.25,5.2
-3.448229,-3.9504232,3.548529,0.26,5.2
-3.4490535,-3.954562,3.545986,0.27,5.2
-3.449989,-3.9588823,3.543273,0.28,5.2
-3.4510503,-3.963379,3.5403829,0.29,5.2
-3.4522545,-3.96805,3.5373063,0.3,5.2
-3.4536178,-3.9728875,3.5340369,0.31,5.2
-3.4551606,-3.977885,3.5305681,0.32,5.2
-3.4569004,-3.9830308,3.5268915,0.33,5.2
-3.4588559,-3.9883142,3.5230029,0.34,5.2
-3.4610488,-3.9937222,3.518896,0.35,5.2
-3.4634964,-3.99924,3.5145674,0.36,5.2
-3.4662178,-4.004851,3.510014,0.37,5.2
-3.4692318,-4.0105376,3.5052357,0.38,5.2
-3.4725888,-4.016301,3.5003383,0.39,5.2
-3.4762743,-4.0221033,3.4952323,0.4,5.2
-3.4803007,-4.027923,3.4899023,0.41,5.2
-3.4846761,-4.0337386,3.4843519,0.42,5.2
-3.4894114,-4.0395284,3.478583,0.43,5.2
-3.4940264,-4.0456095,3.472605,0.44,5.2
-3.4985404,-4.051952,3.4664237,0.45,5.2
-3.5033371,-4.058269,3.4600413,0.46,5.2
-3.5079856,-4.064964,3.453061,0.47,5.2
-3.5128725,-4.0716357,3.4458518,0.48,5.2
-3.5180147,-4.0782456,3.4384427,0.49,5.2
-3.5234087,-4.084775,3.430842,0.5,5.2
-3.5290496,-4.0912004,3.4230587,0.51,5.2
-3.5349298,-4.097507,3.4151044,0.52,5.2
-3.5410445,-4.1036754,3.4069889,0.53,5.2
-3.5473816,-4.109688,3.3987226,0.54,5.2
-3.553934,-4.1155286,3.3903189,0.55,5.2
-3.560691,-4.121183,3.3817866,0.56,5.2
-3.5676408,-4.126637,3.3731358,0.57,5.2
-3.5747707,-4.1318774,3.3643804,0.58,5.2
-3.5820687,-4.136892,3.3555286,0.59,5.2
-3.5895216,-4.1416726,3.3465908,0.6,5.2
-3.5971143,-4.1462064,3.3375776,0.61,5.2
-3.604834,-4.1504874,3.3284967,0.62,5.2
-3.6126668,-4.154508,3.3193614,0.63,5.2
-3.6205966,-4.1582627,3.3101768,0.64,5.2
-3.6286106,-4.1617446,3.3009527,0.65,5.2
-3.6366928,-4.1649513,3.2916973,0.66,5.2
-3.6448295,-4.1678796,3.282418,0.67,5.2
-3.6530073,-4.1705275,3.273121,0.68,5.2
-3.6612108,-4.172893,3.2638142,0.69,5.2
-3.6694276,-4.1749773,3.2545028,0.7,5.2
-3.6776433,-4.1767783,3.2451928,0.71,5.2
-3.6858451,-4.1782985,3.2358902,0.72,5.2
-3.6940215,-4.179539,3.2265983,0.73,5.2
-3.7021592,-4.180503,3.217323,0.74,5.2
-3.7102458,-4.18119,3.2080672,0.75,5.2
-3.7182724,-4.1816077,3.1988366,0.76,5.2
-3.726226,-4.1817565,3.1896322,0.77,5.2
-3.7340977,-4.181641,3.1804574,0.78,5.2
-3.7418783,-4.1812663,3.1713161,0.79,5.2
-3.7495575,-4.180638,3.1622097,0.8,5.2
-3.7571275,-4.179758,3.1531413,0.81,5.2
-3.7645795,-4.1786323,3.144111,0.82,5.2
-3.7719078,-4.177269,3.1351233,0.83,5.2
-3.779103,-4.175669,3.1261766,0.84,5.2
-3.7861602,-4.173841,3.1172733,0.85,5.2
-3.793073,-4.1717906,3.108415,0.86,5.2
-3.799836,-4.169521,3.0996022,0.87,5.2
-3.8064437,-4.1670413,3.0908346,0.88,5.2
-3.8128917,-4.164354,3.0821145,0.89,5.2
-3.819177,-4.1614676,3.0734403,0.9,5.2
-3.825295,-4.1583858,3.0648134,0.91,5.2
-3.8312418,-4.1551147,3.0562344,0.92,5.2
-3.837015,-4.151661,3.0477023,0.93,5.2
-3.842612,-4.14803,3.0392191,0.94,5.2
-3.8480313,-4.1442256,3.0307813,0.95,5.2
-3.8532703,-4.1402555,3.022391,0.96,5.2
-3.858328,-4.1361237,3.0140479,0.97,5.2
-3.8632038,-4.1318374,3.0057523,0.98,5.2
-3.8678954,-4.1274,2.9975019,0.99,5.2
-3.872402,-4.1228156,2.9892974,1.0,5.2
-3.4411924,-3.890139,3.5791557,0.01,5.3
-3.4412084,-3.8903298,3.5790653,0.02,5.3
-3.4412339,-3.8906493,3.5789125,0.03,5.3
-3.4412706,-3.8910973,3.5786994,0.04,5.3
-3.441318,-3.8916745,3.578425,0.05,5.3
-3.4413757,-3.8923817,3.5780861,0.06,5.3
-3.4414456,-3.8932219,3.5776832,0.07,5.3
-3.4415278,-3.8941941,3.5772154,0.08,5.3
-3.4416223,-3.8953009,3.5766795,0.09,5.3
-3.441729,-3.8965437,3.576073,0.1,5.3
-3.4418511,-3.8979254,3.5753965,0.11,5.3
-3.4419873,-3.8994482,3.574645,0.12,5.3
-3.4421399,-3.901114,3.5738175,0.13,5.3
-3.4423099,-3.902926,3.572909,0.14,5.3
-3.4424982,-3.9048867,3.5719166,0.15,5.3
-3.4427102,-3.9070003,3.570839,0.16,5.3
-3.4429438,-3.9092674,3.569669,0.17,5.3
-3.4432046,-3.9116938,3.5684035,0.18,5.3
-3.4434955,-3.9142823,3.567038,0.19,5.3
-3.4438193,-3.9170346,3.5655658,0.2,5.3
-3.4441812,-3.9199555,3.563983,0.21,5.3
-3.444588,-3.923048,3.5622838,0.22,5.3
-3.4450433,-3.9263144,3.5604594,0.23,5.3
-3.4455574,-3.929757,3.5585055,0.24,5.3
-3.4461372,-3.9333775,3.556414,0.25,5.3
-3.4467928,-3.9371772,3.554177,0.26,5.3
-3.447536,-3.941156,3.5517874,0.27,5.3
-3.448379,-3.9453113,3.5492373,0.28,5.3
-3.449336,-3.9496453,3.5465198,0.29,5.3
-3.450421,-3.9541502,3.5436246,0.3,5.3
-3.4516504,-3.9588218,3.540547,0.31,5.3
-3.4530437,-3.9636552,3.5372775,0.32,5.3
-3.4546163,-3.9686413,3.5338104,0.33,5.3
-3.4563885,-3.9737687,3.5301397,0.34,5.3
-3.4583783,-3.979027,3.52626,0.35,5.3
-3.4606035,-3.9844024,3.5221653,0.36,5.3
-3.4630861,-3.9898806,3.5178535,0.37,5.3
-3.46584,-3.9954443,3.5133207,0.38,5.3
-3.4688847,-4.001077,3.5085664,0.39,5.3
-3.472235,-4.00676,3.5035899,0.4,5.3
-3.4759233,-4.0124855,3.4984484,0.41,5.3
-3.4799669,-4.0182323,3.493159,0.42,5.3
-3.484355,-4.02397,3.4876535,0.43,5.3
-3.4887269,-4.0299325,3.481938,0.44,5.3
-3.4929564,-4.0361934,3.4760213,0.45,5.3
-3.49746,-4.0424457,3.4699023,0.46,5.3
-3.5022397,-4.048667,3.463588,0.47,5.3
-3.5068634,-4.0552654,3.4566805,0.48,5.3
-3.5117238,-4.061833,3.4495547,0.49,5.3
-3.5168312,-4.068335,3.442234,0.5,5.3
-3.5221834,-4.074754,3.434727,0.51,5.3
-3.527774,-4.0810714,3.4270442,0.52,5.3
-3.533597,-4.0872664,3.4191933,0.53,5.3
-3.539646,-4.0933266,3.411188,0.54,5.3
-3.5459104,-4.0992303,3.4030364,0.55,5.3
-3.552383,-4.104966,3.3947494,0.56,5.3
-3.5590508,-4.1105175,3.3863356,0.57,5.3
-3.5659053,-4.115873,3.3778102,0.58,5.3
-3.572934,-4.121019,3.3691792,0.59,5.3
-3.5801222,-4.125945,3.3604536,0.6,5.3
-3.5874593,-4.1306396,3.3516433,0.61,5.3
-3.594931,-4.135096,3.3427594,0.62,5.3
-3.602524,-4.139306,3.3338099,0.63,5.3
-3.6102257,-4.143263,3.3248017,0.64,5.3
-3.6180193,-4.1469603,3.3157465,0.65,5.3
-3.6258934,-4.150393,3.30665,0.66,5.3
-3.6338315,-4.1535573,3.2975209,0.67,5.3
-3.6418226,-4.1564527,3.2883658,0.68,5.3
-3.6498513,-4.1590743,3.2791927,0.69,5.3
-3.6579049,-4.1614223,3.2700052,0.7,5.3
-3.6659684,-4.1634965,3.2608132,0.71,5.3
-3.674032,-4.1652956,3.2516184,0.72,5.3
-3.682081,-4.166822,3.242427,0.73,5.3
-3.6901035,-4.168079,3.2332442,0.74,5.3
-3.698088,-4.169064,3.2240746,0.75,5.3
-3.7060242,-4.1697836,3.2149215,0.76,5.3
-3.7138999,-4.170239,3.205788,0.77,5.3
-3.7217057,-4.1704326,3.1966774,0.78,5.3
-3.7294314,-4.17037,3.1875935,0.79,5.3
-3.737068,-4.170056,3.178539,0.8,5.3
-3.7446067,-4.1694922,3.1695147,0.81,5.3
-3.7520387,-4.1686854,3.1605241,0.82,5.3
-3.759357,-4.167639,3.1515694,0.83,5.3
-3.7665536,-4.1663585,3.142651,0.84,5.3
-3.7736232,-4.16485,3.133772,0.85,5.3
-3.7805574,-4.163117,3.1249306,0.86,5.3
-3.7873514,-4.1611657,3.1161306,0.87,5.3
-3.7940009,-4.159002,3.1073728,0.88,5.3
-3.8004992,-4.1566296,3.098656,0.89,5.3
-3.8068428,-4.154057,3.0899825,0.9,5.3
-3.8130271,-4.151287,3.0813515,0.91,5.3
-3.8190491,-4.1483254,3.0727654,0.92,5.3
-3.824906,-4.1451783,3.0642223,0.93,5.3
-3.8305933,-4.141851,3.055723,0.94,5.3
-3.8361104,-4.1383486,3.0472684,0.95,5.3
-3.8414528,-4.1346765,3.0388572,0.96,5.3
-3.8466218,-4.13084,3.0304909,0.97,5.3
-3.8516133,-4.1268444,3.0221674,0.98,5.3
-3.856426,-4.1226945,3.013889,0.99,5.3
-3.8610616,-4.1183953,3.0056536,1.0,5.3
-3.4403427,-3.8796248,3.582882,0.01,5.4
-3.440358,-3.8798084,3.5827963,0.02,5.4
-3.4403825,-3.8801148,3.5826547,0.03,5.4
-3.4404166,-3.8805437,3.582454,0.04,5.4
-3.440461,-3.881096,3.5821955,0.05,5.4
-3.4405148,-3.8817735,3.5818763,0.06,5.4
-3.4405816,-3.8825767,3.5814993,0.07,5.4
-3.4406579,-3.8835073,3.5810583,0.08,5.4
-3.4407456,-3.8845654,3.5805538,0.09,5.4
-3.4408464,-3.8857563,3.5799854,0.1,5.4
-3.4409587,-3.8870788,3.5793488,0.11,5.4
-3.441087,-3.8885362,3.5786433,0.12,5.4
-3.4412282,-3.8901308,3.577864,0.13,5.4
-3.4413865,-3.8918657,3.5770113,0.14,5.4
-3.441562,-3.893743,3.5760791,0.15,5.4
-3.4417574,-3.8957663,3.5750654,0.16,5.4
-3.441973,-3.8979378,3.5739665,0.17,5.4
-3.4422123,-3.9002619,3.5727775,0.18,5.4
-3.442479,-3.902741,3.5714936,0.19,5.4
-3.4427757,-3.9053786,3.5701106,0.2,5.4
-3.4431074,-3.9081783,3.5686235,0.21,5.4
-3.4434779,-3.9111428,3.567026,0.22,5.4
-3.4438932,-3.9142756,3.5653121,0.23,5.4
-3.4443588,-3.917579,3.5634744,0.24,5.4
-3.4448845,-3.9210553,3.5615084,0.25,5.4
-3.445479,-3.9247067,3.5594058,0.26,5.4
-3.4461505,-3.9285314,3.5571573,0.27,5.4
-3.4469125,-3.9325314,3.5547588,0.28,5.4
-3.4477766,-3.936705,3.5522,0.29,5.4
-3.448758,-3.9410496,3.549474,0.3,5.4
-3.4498699,-3.9455614,3.5465736,0.31,5.4
-3.4511292,-3.9502344,3.5434906,0.32,5.4
-3.4525545,-3.9550614,3.5402188,0.33,5.4
-3.4541614,-3.9600348,3.5367525,0.34,5.4
-3.4559705,-3.9651427,3.5330842,0.35,5.4
-3.457997,-3.9703748,3.529209,0.36,5.4
-3.4602606,-3.9757159,3.5251234,0.37,5.4
-3.4627812,-3.9811535,3.5208237,0.38,5.4
-3.4655726,-3.98667,3.516309,0.39,5.4
-3.4686525,-3.9922483,3.5115755,0.4,5.4
-3.4720347,-3.99787,3.506625,0.41,5.4
-3.475734,-4.003517,3.5014586,0.42,5.4
-3.4797661,-4.0091724,3.4960935,0.43,5.4
-3.4838538,-4.0150495,3.4906316,0.44,5.4
-3.4878201,-4.021221,3.4849684,0.45,5.4
