component1,component2,component3,sigma,lcm
-3.49205,-4.027396,3.479103,0.46,5.4
-3.496548,-4.0335565,3.4730408,0.47,5.4
-3.5013149,-4.0396857,3.466788,0.48,5.4
-3.5059087,-4.046197,3.459938,0.49,5.4
-3.5107458,-4.0526595,3.4528904,0.5,5.4
-3.515824,-4.0590563,3.445652,0.51,5.4
-3.5211387,-4.065366,3.4382331,0.52,5.4
-3.526685,-4.0715737,3.4306438,0.53,5.4
-3.5324566,-4.0776606,3.4228919,0.54,5.4
-3.5384452,-4.0836096,3.4149885,0.55,5.4
-3.5446432,-4.089407,3.4069428,0.56,5.4
-3.5510406,-4.0950375,3.3987658,0.57,5.4
-3.557628,-4.1004868,3.3904665,0.58,5.4
-3.5643923,-4.1057425,3.382055,0.59,5.4
-3.571326,-4.1107936,3.3735425,0.6,5.4
-3.578412,-4.1156287,3.3649368,0.61,5.4
-3.5856416,-4.1202397,3.356248,0.62,5.4
-3.5929997,-4.124617,3.3474846,0.63,5.4
-3.600474,-4.128753,3.338657,0.64,5.4
-3.608051,-4.1326427,3.3297718,0.65,5.4
-3.6157167,-4.1362796,3.3208382,0.66,5.4
-3.6234577,-4.1396604,3.3118627,0.67,5.4
-3.6312609,-4.1427803,3.3028538,0.68,5.4
-3.6391137,-4.145638,3.293818,0.69,5.4
-3.647001,-4.148229,3.2847595,0.7,5.4
-3.6549113,-4.150556,3.275688,0.71,5.4
-3.6628313,-4.1526146,3.2666063,0.72,5.4
-3.6707485,-4.154409,3.2575202,0.73,5.4
-3.6786518,-4.155937,3.2484362,0.74,5.4
-3.686529,-4.1572013,3.239357,0.75,5.4
-3.6943676,-4.1582026,3.2302868,0.76,5.4
-3.7021582,-4.158946,3.2212298,0.77,5.4
-3.7098908,-4.159432,3.2121897,0.78,5.4
-3.717554,-4.1596646,3.203169,0.79,5.4
-3.7251403,-4.1596465,3.194172,0.8,5.4
-3.7326388,-4.1593823,3.1851997,0.81,5.4
-3.740042,-4.158878,3.176255,0.82,5.4
-3.747342,-4.158134,3.1673398,0.83,5.4
-3.7545302,-4.1571574,3.1584558,0.84,5.4
-3.7616012,-4.155952,3.1496046,0.85,5.4
-3.768548,-4.1545234,3.1407886,0.86,5.4
-3.7753637,-4.152876,3.132009,0.87,5.4
-3.7820432,-4.151015,3.123265,0.88,5.4
-3.788581,-4.1489453,3.114559,0.89,5.4
-3.7949727,-4.146673,3.1058924,0.9,5.4
-3.8012135,-4.144202,3.0972643,0.91,5.4
-3.8073,-4.141538,3.088676,0.92,5.4
-3.8132284,-4.1386857,3.0801277,0.93,5.4
-3.8189957,-4.135652,3.0716212,0.94,5.4
-3.8245986,-4.13244,3.0631547,0.95,5.4
-3.830035,-4.129056,3.0547297,0.96,5.4
-3.835302,-4.125504,3.046344,0.97,5.4
-3.840399,-4.1217904,3.0380008,0.98,5.4
-3.8453243,-4.11792,3.0296986,0.99,5.4
-3.850075,-4.113896,3.0214372,1.0,5.4
-3.4396663,-3.8695693,3.586025,0.01,5.5
-3.4396772,-3.8697484,3.5859532,0.02,5.5
-3.4396954,-3.870048,3.5858316,0.03,5.5
-3.43972,-3.8704667,3.5856602,0.04,5.5
-3.4397533,-3.8710082,3.5854418,0.05,5.5
-3.4397929,-3.8716698,3.5851717,0.06,5.5
-3.4398415,-3.8724566,3.5848498,0.07,5.5
-3.4398978,-3.8733656,3.5844753,0.08,5.5
-3.439963,-3.874403,3.5840473,0.09,5.5
-3.4400375,-3.875568,3.583564,0.1,5.5
-3.4401224,-3.876861,3.5830207,0.11,5.5
-3.4402409,-3.8782568,3.5823562,0.12,5.5
-3.4403727,-3.8797843,3.5816243,0.13,5.5
-3.44052,-3.881446,3.5808206,0.14,5.5
-3.440684,-3.8832455,3.5799441,0.15,5.5
-3.4408643,-3.8851833,3.5789897,0.16,5.5
-3.4410646,-3.8872652,3.5779557,0.17,5.5
-3.4412858,-3.8894925,3.5768375,0.18,5.5
-3.4415312,-3.8918686,3.575629,0.19,5.5
-3.4418051,-3.8943987,3.5743282,0.2,5.5
-3.4421089,-3.8970828,3.5729287,0.21,5.5
-3.4424484,-3.8999267,3.5714254,0.22,5.5
-3.4428275,-3.9029331,3.569813,0.23,5.5
-3.4432528,-3.9061053,3.5680845,0.24,5.5
-3.4437313,-3.909444,3.5662332,0.25,5.5
-3.444271,-3.9129517,3.5642536,0.26,5.5
-3.4448817,-3.9166324,3.5621378,0.27,5.5
-3.4455717,-3.9204822,3.5598776,0.28,5.5
-3.446355,-3.9245026,3.5574675,0.29,5.5
-3.4472435,-3.9286919,3.5548978,0.3,5.5
-3.4482505,-3.9330473,3.552162,0.31,5.5
-3.4493935,-3.9375646,3.5492535,0.32,5.5
-3.4506865,-3.9422364,3.5461638,0.33,5.5
-3.452147,-3.9470558,3.5428865,0.34,5.5
-3.4537926,-3.9520156,3.5394158,0.35,5.5
-3.45564,-3.9571037,3.5357478,0.36,5.5
-3.4577096,-3.962308,3.531875,0.37,5.5
-3.4600155,-3.967615,3.527795,0.38,5.5
-3.4625776,-3.9730105,3.5235054,0.39,5.5
-3.4654095,-3.9784777,3.5190036,0.4,5.5
-3.468529,-3.984001,3.5142884,0.41,5.5
-3.4719474,-3.9895608,3.5093606,0.42,5.5
-3.4756794,-3.9951391,3.5042217,0.43,5.5
-3.4794102,-4.0009403,3.4988754,0.44,5.5
-3.4830902,-4.006991,3.493327,0.45,5.5
-3.4870608,-4.013078,3.4876919,0.46,5.5
-3.4912956,-4.0191684,3.4818742,0.47,5.5
-3.495793,-4.0252395,3.4758668,0.48,5.5
-3.5005276,-4.0312977,3.469649,0.49,5.5
-3.5051095,-4.0377088,3.4628649,0.5,5.5
-3.5099282,-4.0440683,3.4558885,0.51,5.5
-3.5149806,-4.0503592,3.448728,0.52,5.5
-3.5202627,-4.056562,3.4413912,0.53,5.5
-3.5257685,-4.0626607,3.4338887,0.54,5.5
-3.5314934,-4.0686393,3.4262285,0.55,5.5
-3.5374286,-4.0744805,3.4184206,0.56,5.5
-3.5435643,-4.080171,3.410475,0.57,5.5
-3.5498924,-4.0856957,3.4024022,0.58,5.5
-3.5564044,-4.091042,3.3942077,0.59,5.5
-3.5630875,-4.0962,3.385906,0.6,5.5
-3.5699296,-4.1011553,3.3775036,0.61,5.5
-3.5769222,-4.1059,3.3690116,0.62,5.5
-3.5840495,-4.110424,3.3604367,0.63,5.5
-3.5913005,-4.1147227,3.3517888,0.64,5.5
-3.5986621,-4.118784,3.343076,0.65,5.5
-3.6061227,-4.122606,3.3343065,0.66,5.5
-3.6136668,-4.126181,3.3254871,0.67,5.5
-3.6212838,-4.1295066,3.3166263,0.68,5.5
-3.628958,-4.132579,3.3077307,0.69,5.5
-3.636679,-4.1353965,3.2988055,0.7,5.5
-3.6444328,-4.1379538,3.2898576,0.71,5.5
-3.652207,-4.1402545,3.2808945,0.72,5.5
-3.6599896,-4.1422954,3.2719183,0.73,5.5
-3.6677685,-4.1440787,3.2629364,0.74,5.5
-3.6755326,-4.1456017,3.2539532,0.75,5.5
-3.6832697,-4.14687,3.244971,0.76,5.5
-3.6909697,-4.147882,3.2359962,0.77,5.5
-3.6986225,-4.148643,3.2270315,0.78,5.5
-3.706217,-4.149153,3.2180803,0.79,5.5
-3.7137449,-4.1494164,3.2091444,0.8,5.5
-3.7211962,-4.1494365,3.2002287,0.81,5.5
-3.7285624,-4.1492167,3.1913362,0.82,5.5
-3.7358363,-4.1487613,3.182467,0.83,5.5
-3.7430084,-4.148073,3.1736226,0.84,5.5
-3.750072,-4.147158,3.1648073,0.85,5.5
-3.7570205,-4.1460195,3.1560206,0.86,5.5
-3.7638485,-4.1446624,3.1472652,0.87,5.5
-3.7705493,-4.1430917,3.138543,0.88,5.5
-3.777117,-4.1413116,3.129854,0.89,5.5
-3.7835472,-4.139327,3.1211991,0.9,5.5
-3.7898338,-4.1371427,3.112579,0.91,5.5
-3.795975,-4.134765,3.103996,0.92,5.5
-3.8019655,-4.132198,3.095449,0.93,5.5
-3.807802,-4.1294465,3.0869396,0.94,5.5
-3.813481,-4.126514,3.078467,0.95,5.5
-3.8190002,-4.123408,3.0700326,0.96,5.5
-3.8243563,-4.120132,3.0616357,0.97,5.5
-3.8295481,-4.1166906,3.0532775,0.98,5.5
-3.834574,-4.113089,3.0449579,0.99,5.5
-3.839432,-4.1093326,3.0366764,1.0,5.5
-3.4385607,-3.8604045,3.5889337,0.01,5.6
-3.4385808,-3.8605688,3.5888646,0.02,5.6
-3.438615,-3.8608437,3.58875,0.03,5.6
-3.4386623,-3.8612285,3.588589,0.04,5.6
-3.4387245,-3.8617246,3.588381,0.05,5.6
-3.4388006,-3.8623328,3.5881257,0.06,5.6
-3.4388902,-3.8630555,3.5878217,0.07,5.6
-3.4389956,-3.8638923,3.5874674,0.08,5.6
-3.4391146,-3.8648448,3.5870626,0.09,5.6
-3.4392493,-3.865915,3.586605,0.1,5.6
-3.4394,-3.867106,3.5860937,0.11,5.6
-3.439553,-3.8684278,3.5855284,0.12,5.6
-3.439652,-3.869924,3.5849051,0.13,5.6
-3.439761,-3.8715534,3.5842228,0.14,5.6
-3.4398825,-3.8733168,3.5834792,0.15,5.6
-3.4400272,-3.8752043,3.582641,0.16,5.6
-3.440213,-3.8771996,3.5816658,0.17,5.6
-3.440419,-3.8793359,3.5806117,0.18,5.6
-3.4406466,-3.8816164,3.5794742,0.19,5.6
-3.4408994,-3.8840425,3.5782487,0.2,5.6
-3.4411795,-3.8866193,3.5769303,0.21,5.6
-3.4414914,-3.8893495,3.5755143,0.22,5.6
-3.441839,-3.8922358,3.5739944,0.23,5.6
-3.442228,-3.8952823,3.5723658,0.24,5.6
-3.4426656,-3.8984904,3.5706217,0.25,5.6
-3.443158,-3.9018645,3.5687568,0.26,5.6
-3.443713,-3.9054039,3.5667613,0.27,5.6
-3.4443412,-3.90911,3.5646307,0.28,5.6
-3.4450524,-3.9129834,3.5623577,0.29,5.6
-3.4458592,-3.9170237,3.5599332,0.3,5.6
-3.4467752,-3.9212284,3.5573514,0.31,5.6
-3.4478126,-3.925593,3.5546036,0.32,5.6
-3.448988,-3.9301133,3.5516844,0.33,5.6
-3.4503176,-3.9347835,3.548585,0.34,5.6
-3.4518175,-3.9395957,3.5453002,0.35,5.6
-3.4535046,-3.94454,3.5418243,0.36,5.6
-3.4553964,-3.9496062,3.538153,0.37,5.6
-3.4575102,-3.9547815,3.53428,0.38,5.6
-3.4598627,-3.9600534,3.5302036,0.39,5.6
-3.4624696,-3.9654064,3.5259194,0.4,5.6
-3.4653475,-3.9708242,3.5214288,0.41,5.6
-3.4685087,-3.9762912,3.5167289,0.42,5.6
-3.4719682,-3.981788,3.5118206,0.43,5.6
-3.475356,-3.9875596,3.5067084,0.44,5.6
-3.4788067,-3.9935055,3.5013955,0.45,5.6
-3.4825041,-3.9994807,3.4958823,0.46,5.6
-3.4864533,-4.005469,3.4901714,0.47,5.6
-3.4906862,-4.0114675,3.4843633,0.48,5.6
-3.4951847,-4.017449,3.4784026,0.49,5.6
-3.499883,-4.0234456,3.4722087,0.5,5.6
-3.5044549,-4.029758,3.465485,0.51,5.6
-3.5092585,-4.036016,3.4585755,0.52,5.6
-3.5142891,-4.0422015,3.4514859,0.53,5.6
-3.519544,-4.0482993,3.4442265,0.54,5.6
-3.5250142,-4.0542893,3.4368052,0.55,5.6
-3.530696,-4.0601597,3.4292314,0.56,5.6
-3.5365806,-4.0658937,3.4215138,0.57,5.6
-3.5426605,-4.071478,3.4136627,0.58,5.6
-3.5489254,-4.076899,3.4056847,0.59,5.6
-3.5553663,-4.0821433,3.397592,0.6,5.6
-3.5619724,-4.0872016,3.3893921,0.61,5.6
-3.5687315,-4.0920625,3.3810945,0.62,5.6
-3.5756338,-4.0967164,3.3727083,0.63,5.6
-3.5826662,-4.1011553,3.3642404,0.64,5.6
-3.5898163,-4.105372,3.3557012,0.65,5.6
-3.597072,-4.1093583,3.3470967,0.66,5.6
-3.6044226,-4.1131115,3.3384356,0.67,5.6
-3.6118515,-4.1166244,3.3297253,0.68,5.6
-3.6193497,-4.1198936,3.3209727,0.69,5.6
-3.626903,-4.1229157,3.3121834,0.7,5.6
-3.6344984,-4.1256886,3.3033636,0.71,5.6
-3.6421256,-4.128212,3.2945206,0.72,5.6
-3.6497703,-4.1304827,3.2856576,0.73,5.6
-3.6574218,-4.132501,3.2767823,0.74,5.6
-3.6650696,-4.1342683,3.2678971,0.75,5.6
-3.6727011,-4.1357846,3.2590098,0.76,5.6
-3.6803055,-4.1370516,3.2501206,0.77,5.6
-3.6878726,-4.138069,3.241236,0.78,5.6
-3.6953926,-4.138843,3.2323587,0.79,5.6
-3.7028558,-4.139371,3.2234912,0.8,5.6
-3.7102528,-4.1396594,3.214637,0.81,5.6
-3.7175756,-4.139711,3.2057998,0.82,5.6
-3.724814,-4.139528,3.1969807,0.83,5.6
-3.731961,-4.139115,3.1881826,0.84,5.6
-3.7390103,-4.138476,3.1794071,0.85,5.6
-3.7459543,-4.137614,3.1706567,0.86,5.6
-3.7527852,-4.1365337,3.1619325,0.87,5.6
-3.7594984,-4.13524,3.1532364,0.88,5.6
-3.766088,-4.133738,3.1445696,0.89,5.6
-3.7725468,-4.1320305,3.1359322,0.9,5.6
-3.778872,-4.1301217,3.1273265,0.91,5.6
-3.7850578,-4.128019,3.1187532,0.92,5.6
-3.7911007,-4.1257253,3.1102123,0.93,5.6
-3.7969966,-4.123245,3.1017058,0.94,5.6
-3.8027425,-4.120584,3.0932324,0.95,5.6
-3.8083344,-4.117745,3.084794,0.96,5.6
-3.8137703,-4.1147346,3.076391,0.97,5.6
-3.8190482,-4.1115575,3.0680234,0.98,5.6
-3.824165,-4.1082177,3.0596902,0.99,5.6
-3.82912,-4.104719,3.0513945,1.0,5.6
-3.4373662,-3.8518531,3.5916505,0.01,5.7
-3.4373856,-3.8520107,3.5915852,0.02,5.7
-3.4374187,-3.852275,3.591477,0.03,5.7
-3.4374645,-3.852643,3.591325,0.04,5.7
-3.4375238,-3.8531199,3.5911286,0.05,5.7
-3.437596,-3.8537025,3.5908866,0.06,5.7
-3.4376829,-3.8543954,3.5906,0.07,5.7
-3.4377825,-3.8551972,3.590265,0.08,5.7
-3.4378974,-3.8561103,3.5898836,0.09,5.7
-3.4380264,-3.8571372,3.5894516,0.1,5.7
-3.4381702,-3.858278,3.58897,0.11,5.7
-3.4383297,-3.859536,3.5884347,0.12,5.7
-3.4385056,-3.860914,3.5878458,0.13,5.7
-3.4386973,-3.8624134,3.587199,0.14,5.7
-3.4389074,-3.8640378,3.5864937,0.15,5.7
-3.4391353,-3.8657904,3.5857275,0.16,5.7
-3.4393816,-3.8676727,3.5848963,0.17,5.7
-3.4396503,-3.8696895,3.5839984,0.18,5.7
-3.439826,-3.8719254,3.583032,0.19,5.7
-3.4400513,-3.8742657,3.581898,0.2,5.7
-3.4403105,-3.8767405,3.5806549,0.21,5.7
-3.440598,-3.8793616,3.579319,0.22,5.7
-3.4409187,-3.8821359,3.5778863,0.23,5.7
-3.4412763,-3.8850622,3.5763495,0.24,5.7
-3.4416773,-3.8881478,3.574705,0.25,5.7
-3.4421275,-3.8913925,3.5729446,0.26,5.7
-3.4426339,-3.8947978,3.5710623,0.27,5.7
-3.4432077,-3.898368,3.569052,0.28,5.7
-3.4438555,-3.9021,3.5669057,0.29,5.7
-3.4445908,-3.9059958,3.5646164,0.3,5.7
-3.445424,-3.9100547,3.562177,0.31,5.7
-3.446369,-3.9142723,3.5595796,0.32,5.7
-3.44744,-3.918645,3.5568187,0.33,5.7
-3.4486525,-3.9231691,3.553885,0.34,5.7
-3.4500215,-3.9278362,3.5507753,0.35,5.7
-3.4515638,-3.9326384,3.5474815,0.36,5.7
-3.453296,-3.937567,3.5439968,0.37,5.7
-3.4552345,-3.9426112,3.5403192,0.38,5.7
-3.4573967,-3.9477572,3.5364442,0.39,5.7
-3.459798,-3.9529915,3.532368,0.4,5.7
-3.4624543,-3.9583,3.5280876,0.41,5.7
-3.4653804,-3.9636683,3.5236049,0.42,5.7
-3.4685879,-3.9690764,3.5189164,0.43,5.7
-3.4716127,-3.9748418,3.5140285,0.44,5.7
-3.4748507,-3.980677,3.5089405,0.45,5.7
-3.478326,-3.9865541,3.503653,0.46,5.7
-3.482045,-3.9924555,3.4981701,0.47,5.7
-3.4860108,-3.9983644,3.4924967,0.48,5.7
-3.490226,-4.004263,3.4866369,0.49,5.7
-3.4947152,-4.0101457,3.4806736,0.5,5.7
-3.4993706,-4.01609,3.47449,0.51,5.7
-3.503937,-4.022305,3.4678228,0.52,5.7
-3.5087292,-4.028461,3.4609747,0.53,5.7
-3.5137417,-4.0345435,3.4539526,0.54,5.7
-3.5189705,-4.040535,3.4467642,0.55,5.7
-3.524409,-4.0464196,3.4394188,0.56,5.7
-3.5300527,-4.0521827,3.431925,0.57,5.7
-3.5358918,-4.057811,3.4242918,0.58,5.7
-3.5419192,-4.06329,3.416529,0.59,5.7
-3.548125,-4.068607,3.4086423,0.6,5.7
-3.5545008,-4.073751,3.400643,0.61,5.7
-3.561034,-4.078711,3.3925402,0.62,5.7
-3.5677156,-4.0834775,3.38434,0.63,5.7
-3.5745332,-4.0880413,3.376054,0.64,5.7
-3.5814757,-4.0923944,3.367687,0.65,5.7
-3.5885313,-4.0965304,3.3592494,0.66,5.7
-3.5956876,-4.100442,3.350748,0.67,5.7
-3.6029327,-4.1041245,3.3421888,0.68,5.7
-3.6102543,-4.1075726,3.3335812,0.69,5.7
-3.6176395,-4.110784,3.3249288,0.7,5.7
-3.6250777,-4.1137557,3.316241,0.71,5.7
-3.6325548,-4.1164837,3.3075206,0.72,5.7
-3.6400602,-4.1189675,3.2987742,0.73,5.7
-3.6475825,-4.1212068,3.2900085,0.74,5.7
-3.6551101,-4.123201,3.2812278,0.75,5.7
-3.6626313,-4.1249495,3.2724357,0.76,5.7
-3.670135,-4.126454,3.2636368,0.77,5.7
-3.6776128,-4.1277146,3.2548358,0.78,5.7
-3.6850533,-4.128734,3.2460363,0.79,5.7
-3.6924465,-4.1295137,3.2372422,0.8,5.7
-3.6997833,-4.1300564,3.2284544,0.81,5.7
-3.7070558,-4.1303635,3.2196782,0.82,5.7
-3.7142534,-4.13044,3.2109137,0.83,5.7
-3.7213702,-4.130288,3.2021656,0.84,5.7
-3.7283967,-4.129913,3.1934354,0.85,5.7
-3.7353275,-4.1293135,3.184725,0.86,5.7
-3.7421548,-4.1284986,3.176037,0.87,5.7
-3.7488716,-4.1274705,3.1673717,0.88,5.7
-3.7554736,-4.126233,3.1587317,0.89,5.7
-3.761954,-4.124791,3.1501176,0.9,5.7
-3.7683074,-4.1231484,3.1415298,0.91,5.7
-3.774531,-4.1213083,3.1329715,0.92,5.7
-3.7806175,-4.1192775,3.1244419,0.93,5.7
-3.7865646,-4.117059,3.115943,0.94,5.7
-3.7923677,-4.114658,3.1074748,0.95,5.7
-3.7980244,-4.1120777,3.0990381,0.96,5.7
-3.8035314,-4.109324,3.0906327,0.97,5.7
-3.8088858,-4.106402,3.08226,0.98,5.7
-3.8140857,-4.1033144,3.0739202,0.99,5.7
-3.8191278,-4.100066,3.0656142,1.0,5.7
-3.4362323,-3.8437715,3.594187,0.01,5.8
-3.4362514,-3.8439233,3.5941265,0.02,5.8
-3.4362833,-3.8441758,3.5940237,0.03,5.8
-3.4363263,-3.8445294,3.5938795,0.04,5.8
-3.4363835,-3.8449864,3.593694,0.05,5.8
-3.4364538,-3.8455462,3.5934656,0.06,5.8
-3.436537,-3.8462105,3.5931942,0.07,5.8
-3.4366333,-3.84698,3.592879,0.08,5.8
-3.436743,-3.8478563,3.5925171,0.09,5.8
-3.4368668,-3.8488412,3.59211,0.1,5.8
-3.4370048,-3.8499362,3.5916536,0.11,5.8
-3.4371579,-3.8511434,3.5911486,0.12,5.8
-3.4373257,-3.8524656,3.5905921,0.13,5.8
-3.4375093,-3.8539045,3.5899808,0.14,5.8
-3.4377096,-3.855463,3.5893147,0.15,5.8
-3.4379272,-3.8571434,3.5885913,0.16,5.8
-3.438163,-3.8589497,3.5878057,0.17,5.8
-3.438418,-3.8608844,3.5869563,0.18,5.8
-3.4386942,-3.862953,3.586041,0.19,5.8
-3.4389925,-3.865157,3.585055,0.2,5.8
-3.4393153,-3.8675013,3.583995,0.21,5.8
-3.439665,-3.8699903,3.5828586,0.22,5.8
-3.440059,-3.8725886,3.5815127,0.23,5.8
-3.440389,-3.8754041,3.5800622,0.24,5.8
-3.440757,-3.8783708,3.5785086,0.25,5.8
-3.441171,-3.881493,3.5768468,0.26,5.8
-3.4416356,-3.8847713,3.5750685,0.27,5.8
-3.4421604,-3.8882096,3.5731695,0.28,5.8
-3.442753,-3.8918068,3.5711412,0.29,5.8
-3.4434235,-3.8955657,3.5689778,0.3,5.8
-3.4441843,-3.8994827,3.5666711,0.31,5.8
-3.4450467,-3.9035583,3.5642145,0.32,5.8
-3.4460251,-3.9077888,3.561601,0.33,5.8
-3.4471314,-3.9121687,3.5588238,0.34,5.8
-3.4483829,-3.9166937,3.5558748,0.35,5.8
-3.4497945,-3.9213567,3.5527508,0.36,5.8
-3.4513829,-3.9261494,3.549444,0.37,5.8
-3.4531631,-3.93106,3.54595,0.38,5.8
-3.4551523,-3.9360795,3.5422637,0.39,5.8
-3.4573662,-3.941195,3.5383835,0.4,5.8
-3.45982,-3.9463925,3.5343046,0.41,5.8
-3.4625282,-3.951656,3.5300262,0.42,5.8
-3.4653332,-3.957092,3.5255506,0.43,5.8
-3.4681509,-3.9627476,3.5208752,0.44,5.8
-3.4711912,-3.9684696,3.516002,0.45,5.8
-3.4744604,-3.9742436,3.5109322,0.46,5.8
-3.4779632,-3.9800527,3.505668,0.47,5.8
-3.481705,-3.9858801,3.5002136,0.48,5.8
-3.4856899,-3.991709,3.4945726,0.49,5.8
-3.4899185,-3.9975233,3.4887505,0.5,5.8
-3.4943926,-4.003305,3.4827526,0.51,5.8
-3.498983,-4.0091953,3.476514,0.52,5.8
-3.503547,-4.015312,3.4698977,0.53,5.8
-3.5083306,-4.0213695,3.4631069,0.54,5.8
-3.5133271,-4.027349,3.4561462,0.55,5.8
-3.5185344,-4.033236,3.4490254,0.56,5.8
-3.523945,-4.0390143,3.4417508,0.57,5.8
-3.5295532,-4.0446734,3.4343326,0.58,5.8
-3.535351,-4.050196,3.4267786,0.59,5.8
-3.5413306,-4.0555716,3.4190977,0.6,5.8
-3.5474813,-4.0607867,3.4112964,0.61,5.8
-3.5537956,-4.065831,3.4033852,0.62,5.8
-3.5602617,-4.0706944,3.3953733,0.63,5.8
-3.5668697,-4.0753665,3.3872657,0.64,5.8
-3.5736086,-4.0798407,3.3790724,0.65,5.8
-3.5804656,-4.084108,3.3708017,0.66,5.8
-3.5874317,-4.0881624,3.3624594,0.67,5.8
-3.5944946,-4.091999,3.3540537,0.68,5.8
-3.60164,-4.095611,3.3455908,0.69,5.8
-3.6088583,-4.098995,3.3370779,0.7,5.8
-3.6161373,-4.1021476,3.328522,0.71,5.8
-3.6234653,-4.1050663,3.3199284,0.72,5.8
-3.6308296,-4.1077476,3.3113012,0.73,5.8
-3.6382205,-4.1101913,3.302648,0.74,5.8
-3.6456256,-4.1123962,3.2939737,0.75,5.8
-3.653034,-4.114363,3.285282,0.76,5.8
-3.6604345,-4.1160893,3.2765765,0.77,5.8
-3.6678183,-4.117578,3.2678638,0.78,5.8
-3.675175,-4.11883,3.259145,0.79,5.8
-3.6824923,-4.1198454,3.250425,0.8,5.8
-3.6897647,-4.120629,3.2417088,0.81,5.8
-3.6969805,-4.12118,3.2329974,0.82,5.8
-3.7041318,-4.121502,3.2242925,0.83,5.8
-3.711211,-4.121599,3.2155993,0.84,5.8
-3.7182093,-4.1214724,3.2069187,0.85,5.8
-3.7251198,-4.1211257,3.1982527,0.86,5.8
-3.731936,-4.1205635,3.1896048,0.87,5.8
-3.7386508,-4.1197886,3.1809745,0.88,5.8
-3.7452579,-4.1188045,3.1723664,0.89,5.8
-3.7517514,-4.117617,3.1637788,0.9,5.8
-3.7581265,-4.116228,3.1552162,0.91,5.8
-3.764378,-4.1146426,3.1466768,0.92,5.8
-3.7705004,-4.1128645,3.1381629,0.93,5.8
-3.776491,-4.110898,3.1296763,0.94,5.8
-3.7823436,-4.108746,3.121217,0.95,5.8
-3.788057,-4.106418,3.112786,0.96,5.8
-3.793626,-4.1039114,3.1043837,0.97,5.8
-3.7990487,-4.101234,3.096011,0.98,5.8
-3.8043225,-4.09839,3.0876675,0.99,5.8
-3.8094447,-4.095385,3.079356,1.0,5.8
-3.4351587,-3.836129,3.596558,0.01,5.9
-3.4351735,-3.8362718,3.5965025,0.02,5.9
-3.435204,-3.8365138,3.596406,0.03,5.9
-3.435247,-3.8368537,3.5962703,0.04,5.9
-3.4353015,-3.8372931,3.5960948,0.05,5.9
-3.435368,-3.83783,3.5958788,0.06,5.9
-3.4354484,-3.8384683,3.595621,0.07,5.9
-3.435541,-3.8392072,3.5953233,0.08,5.9
-3.4356463,-3.8400488,3.5949807,0.09,5.9
-3.4357655,-3.8409941,3.5945945,0.1,5.9
-3.435898,-3.8420455,3.5941641,0.11,5.9
-3.4360447,-3.843205,3.5936856,0.12,5.9
-3.4362056,-3.8444738,3.5931582,0.13,5.9
-3.4363816,-3.8458555,3.5925806,0.14,5.9
-3.4365733,-3.8473518,3.5919507,0.15,5.9
-3.4367816,-3.8489656,3.5912657,0.16,5.9
-3.4370072,-3.8507004,3.5905235,0.17,5.9
-3.4372509,-3.8525584,3.5897198,0.18,5.9
-3.4375136,-3.854544,3.5888543,0.19,5.9
-3.4377978,-3.8566606,3.5879223,0.2,5.9
-3.4381049,-3.8589115,3.5869195,0.21,5.9
-3.4384356,-3.8613014,3.585844,0.22,5.9
-3.4387944,-3.863834,3.5846908,0.23,5.9
-3.4391806,-3.8665116,3.5834556,0.24,5.9
-3.4396298,-3.8693078,3.582061,0.25,5.9
-3.4401484,-3.8722181,3.580488,0.26,5.9
-3.4407082,-3.8752828,3.5788054,0.27,5.9
-3.4411895,-3.8785954,3.5770097,0.28,5.9
-3.441733,-3.8820639,3.5750911,0.29,5.9
-3.4423473,-3.8856907,3.573045,0.3,5.9
-3.4430432,-3.8894715,3.570862,0.31,5.9
-3.4438317,-3.8934097,3.5685353,0.32,5.9
-3.4447258,-3.8975015,3.5660605,0.33,5.9
-3.4457393,-3.901742,3.5634277,0.34,5.9
-3.4468844,-3.9061291,3.560632,0.35,5.9
-3.4481795,-3.9106555,3.5576682,0.36,5.9
-3.4496365,-3.9153135,3.5545266,0.37,5.9
-3.4512734,-3.9200935,3.5512064,0.38,5.9
-3.4531043,-3.924986,3.5476985,0.39,5.9
-3.4551475,-3.9299805,3.5440035,0.4,5.9
-3.4574158,-3.935065,3.540115,0.41,5.9
-3.4598613,-3.9402657,3.5360332,0.42,5.9
-3.4623013,-3.945709,3.5317578,0.43,5.9
-3.4649453,-3.9512413,3.5272863,0.44,5.9
-3.4678009,-3.9568481,3.5226178,0.45,5.9
-3.4708765,-3.9625149,3.5177562,0.46,5.9
-3.474178,-3.968227,3.5127027,0.47,5.9
-3.477711,-3.973967,3.5074582,0.48,5.9
-3.481479,-3.9797206,3.5020287,0.49,5.9
-3.4854844,-3.985471,3.4964175,0.5,5.9
-3.4897292,-3.9912007,3.4906294,0.51,5.9
-3.494214,-3.996894,3.4846706,0.52,5.9
-3.4987328,-4.002737,3.4783554,0.53,5.9
-3.5032783,-4.008748,3.4717298,0.54,5.9
-3.5080547,-4.014706,3.4649913,0.55,5.9
-3.5130389,-4.0205836,3.4580886,0.56,5.9
-3.518227,-4.0263686,3.4510288,0.57,5.9
-3.5236127,-4.032044,3.443821,0.58,5.9
-3.5291889,-4.037598,3.4364736,0.59,5.9
